2025-04-20 15:43:17 ----- Starting train script in mode: train -----
2025-04-20 15:43:17 Loading datasets...
2025-04-20 15:43:35 Train dataset size: 1262310
2025-04-20 15:43:35 Validation dataset size: 315598
2025-04-20 15:43:38.347348: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /apps/miniconda3/4.10.3-py37/lib:/opt/mvapich2/intel/19.0/2.3.3/lib:/apps/gnu/8.4.0/lib64:/apps/gnu/8.4.0/lib:/opt/intel/19.0.5/debugger_2019/libipt/intel64/lib:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/daal/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/ipp/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/mkl/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/tbb/lib/intel64_lin/gcc4.4:/opt/ddn/cci/lib:/opt/ddn/ime/lib:/opt/ddn/isa-l/lib
2025-04-20 15:43:38.347409: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2025-04-20 15:43:40 Starting training for 10 epochs
2025-04-20 15:43:40 Training on device: cuda
/fs/scratch/PAS2985/team11/Pytorch-SiamFC/training/losses.py:48: UserWarning: Using a target size (torch.Size([32, 33, 33])) that is different to the input size (torch.Size([32, 32, 33, 33])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  pos_loss = F.mse_loss(pred * pos_mask, target * pos_mask, reduction='sum') / pos_num
/fs/scratch/PAS2985/team11/Pytorch-SiamFC/training/losses.py:49: UserWarning: Using a target size (torch.Size([32, 33, 33])) that is different to the input size (torch.Size([32, 32, 33, 33])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  neg_loss = F.mse_loss(pred * neg_mask, target * neg_mask, reduction='sum') / neg_num
2025-04-20 15:43:43 Epoch 1, Batch 10/39448, Loss: nan
2025-04-20 15:43:44 Epoch 1, Batch 20/39448, Loss: nan
2025-04-20 15:43:46 Epoch 1, Batch 30/39448, Loss: nan
2025-04-20 15:43:47 Epoch 1, Batch 40/39448, Loss: nan
2025-04-20 15:43:49 Epoch 1, Batch 50/39448, Loss: nan
2025-04-20 15:43:50 Epoch 1, Batch 60/39448, Loss: nan
2025-04-20 15:43:52 Epoch 1, Batch 70/39448, Loss: nan
2025-04-20 15:43:53 Epoch 1, Batch 80/39448, Loss: nan
2025-04-20 15:43:54 Epoch 1, Batch 90/39448, Loss: nan
2025-04-20 15:43:56 Epoch 1, Batch 100/39448, Loss: nan
2025-04-20 15:43:57 Epoch 1, Batch 110/39448, Loss: nan
2025-04-20 15:43:58 Epoch 1, Batch 120/39448, Loss: nan
2025-04-20 15:44:00 Epoch 1, Batch 130/39448, Loss: nan
2025-04-20 15:44:01 Epoch 1, Batch 140/39448, Loss: nan
2025-04-20 15:44:03 Epoch 1, Batch 150/39448, Loss: nan
2025-04-20 15:44:04 Epoch 1, Batch 160/39448, Loss: nan
2025-04-20 15:44:05 Epoch 1, Batch 170/39448, Loss: nan
2025-04-20 15:44:07 Epoch 1, Batch 180/39448, Loss: nan
2025-04-20 15:44:08 Epoch 1, Batch 190/39448, Loss: nan
2025-04-20 15:44:09 Epoch 1, Batch 200/39448, Loss: nan
2025-04-20 15:44:11 Epoch 1, Batch 210/39448, Loss: nan
2025-04-20 15:44:12 Epoch 1, Batch 220/39448, Loss: nan
2025-04-20 15:44:14 Epoch 1, Batch 230/39448, Loss: nan
2025-04-20 15:44:15 Epoch 1, Batch 240/39448, Loss: nan
2025-04-20 15:44:16 Epoch 1, Batch 250/39448, Loss: nan
2025-04-20 15:44:18 Epoch 1, Batch 260/39448, Loss: nan
2025-04-20 15:44:19 Epoch 1, Batch 270/39448, Loss: nan
2025-04-20 15:44:20 Epoch 1, Batch 280/39448, Loss: nan
2025-04-20 15:44:22 Epoch 1, Batch 290/39448, Loss: nan
2025-04-20 15:44:23 Epoch 1, Batch 300/39448, Loss: nan
2025-04-20 15:44:24 Epoch 1, Batch 310/39448, Loss: nan
2025-04-20 15:44:26 Epoch 1, Batch 320/39448, Loss: nan
2025-04-20 15:44:27 Epoch 1, Batch 330/39448, Loss: nan
2025-04-20 15:44:29 Epoch 1, Batch 340/39448, Loss: nan
2025-04-20 15:44:30 Epoch 1, Batch 350/39448, Loss: nan
2025-04-20 15:44:31 Epoch 1, Batch 360/39448, Loss: nan
2025-04-20 15:44:33 Epoch 1, Batch 370/39448, Loss: nan
2025-04-20 15:44:34 Epoch 1, Batch 380/39448, Loss: nan
2025-04-20 15:44:35 Epoch 1, Batch 390/39448, Loss: nan
2025-04-20 15:44:37 Epoch 1, Batch 400/39448, Loss: nan
2025-04-20 15:44:38 Epoch 1, Batch 410/39448, Loss: nan
2025-04-20 15:44:39 Epoch 1, Batch 420/39448, Loss: nan
2025-04-20 15:44:41 Epoch 1, Batch 430/39448, Loss: nan
2025-04-20 15:44:42 Epoch 1, Batch 440/39448, Loss: nan
2025-04-20 15:44:44 Epoch 1, Batch 450/39448, Loss: nan
2025-04-20 15:44:45 Epoch 1, Batch 460/39448, Loss: nan
2025-04-20 15:44:46 Epoch 1, Batch 470/39448, Loss: nan
2025-04-20 15:44:48 Epoch 1, Batch 480/39448, Loss: nan
2025-04-20 15:44:49 Epoch 1, Batch 490/39448, Loss: nan
2025-04-20 15:44:50 Epoch 1, Batch 500/39448, Loss: nan
2025-04-20 15:44:52 Epoch 1, Batch 510/39448, Loss: nan
2025-04-20 15:44:53 Epoch 1, Batch 520/39448, Loss: nan
2025-04-20 15:44:55 Epoch 1, Batch 530/39448, Loss: nan
2025-04-20 15:44:56 Epoch 1, Batch 540/39448, Loss: nan
2025-04-20 15:44:57 Epoch 1, Batch 550/39448, Loss: nan
2025-04-20 15:44:59 Epoch 1, Batch 560/39448, Loss: nan
2025-04-20 15:45:00 Epoch 1, Batch 570/39448, Loss: nan
2025-04-20 15:45:01 Epoch 1, Batch 580/39448, Loss: nan
2025-04-20 15:45:03 Epoch 1, Batch 590/39448, Loss: nan
2025-04-20 15:45:04 Epoch 1, Batch 600/39448, Loss: nan
2025-04-20 15:45:06 Epoch 1, Batch 610/39448, Loss: nan
2025-04-20 15:45:07 Epoch 1, Batch 620/39448, Loss: nan
2025-04-20 15:45:08 Epoch 1, Batch 630/39448, Loss: nan
2025-04-20 15:45:10 Epoch 1, Batch 640/39448, Loss: nan
2025-04-20 15:45:11 Epoch 1, Batch 650/39448, Loss: nan
2025-04-20 15:45:12 Epoch 1, Batch 660/39448, Loss: nan
2025-04-20 15:45:14 Epoch 1, Batch 670/39448, Loss: nan
2025-04-20 15:45:15 Epoch 1, Batch 680/39448, Loss: nan
2025-04-20 15:45:17 Epoch 1, Batch 690/39448, Loss: nan
2025-04-20 15:45:18 Epoch 1, Batch 700/39448, Loss: nan
2025-04-20 15:45:19 Epoch 1, Batch 710/39448, Loss: nan
2025-04-20 15:45:20 Epoch 1, Batch 720/39448, Loss: nan
2025-04-20 15:45:22 Epoch 1, Batch 730/39448, Loss: nan
2025-04-20 15:45:23 Epoch 1, Batch 740/39448, Loss: nan
2025-04-20 15:45:25 Epoch 1, Batch 750/39448, Loss: nan
2025-04-20 15:45:26 Epoch 1, Batch 760/39448, Loss: nan
2025-04-20 15:45:27 Epoch 1, Batch 770/39448, Loss: nan
2025-04-20 15:45:29 Epoch 1, Batch 780/39448, Loss: nan
2025-04-20 15:45:30 Epoch 1, Batch 790/39448, Loss: nan
2025-04-20 15:45:31 Epoch 1, Batch 800/39448, Loss: nan
2025-04-20 15:45:33 Epoch 1, Batch 810/39448, Loss: nan
2025-04-20 15:45:34 Epoch 1, Batch 820/39448, Loss: nan
2025-04-20 15:45:36 Epoch 1, Batch 830/39448, Loss: nan
2025-04-20 15:45:37 Epoch 1, Batch 840/39448, Loss: nan
2025-04-20 15:45:38 Epoch 1, Batch 850/39448, Loss: nan
2025-04-20 15:45:40 Epoch 1, Batch 860/39448, Loss: nan
2025-04-20 15:45:41 Epoch 1, Batch 870/39448, Loss: nan
2025-04-20 15:45:42 Epoch 1, Batch 880/39448, Loss: nan
2025-04-20 15:45:44 Epoch 1, Batch 890/39448, Loss: nan
2025-04-20 15:45:45 Epoch 1, Batch 900/39448, Loss: nan
2025-04-20 15:45:46 Epoch 1, Batch 910/39448, Loss: nan
2025-04-20 15:45:48 Epoch 1, Batch 920/39448, Loss: nan
2025-04-20 15:45:49 Epoch 1, Batch 930/39448, Loss: nan
2025-04-20 15:45:51 Epoch 1, Batch 940/39448, Loss: nan
2025-04-20 15:45:52 Epoch 1, Batch 950/39448, Loss: nan
2025-04-20 15:45:53 Epoch 1, Batch 960/39448, Loss: nan
2025-04-20 15:45:55 Epoch 1, Batch 970/39448, Loss: nan
2025-04-20 15:45:56 Epoch 1, Batch 980/39448, Loss: nan
2025-04-20 15:45:58 Epoch 1, Batch 990/39448, Loss: nan
2025-04-20 15:45:59 Epoch 1, Batch 1000/39448, Loss: nan
2025-04-20 15:46:00 Epoch 1, Batch 1010/39448, Loss: nan
2025-04-20 15:46:02 Epoch 1, Batch 1020/39448, Loss: nan
2025-04-20 15:46:03 Epoch 1, Batch 1030/39448, Loss: nan
2025-04-20 15:46:04 Epoch 1, Batch 1040/39448, Loss: nan
2025-04-20 15:46:06 Epoch 1, Batch 1050/39448, Loss: nan
2025-04-20 15:46:07 Epoch 1, Batch 1060/39448, Loss: nan
2025-04-20 15:46:09 Epoch 1, Batch 1070/39448, Loss: nan
2025-04-20 15:46:10 Epoch 1, Batch 1080/39448, Loss: nan
2025-04-20 15:46:11 Epoch 1, Batch 1090/39448, Loss: nan
2025-04-20 15:46:13 Epoch 1, Batch 1100/39448, Loss: nan
2025-04-20 15:46:14 Epoch 1, Batch 1110/39448, Loss: nan
2025-04-20 15:46:16 Epoch 1, Batch 1120/39448, Loss: nan
2025-04-20 15:46:17 Epoch 1, Batch 1130/39448, Loss: nan
2025-04-20 15:46:18 Epoch 1, Batch 1140/39448, Loss: nan
2025-04-20 15:46:20 Epoch 1, Batch 1150/39448, Loss: nan
2025-04-20 15:46:21 Epoch 1, Batch 1160/39448, Loss: nan
2025-04-20 15:46:22 Epoch 1, Batch 1170/39448, Loss: nan
2025-04-20 15:46:24 Epoch 1, Batch 1180/39448, Loss: nan
2025-04-20 15:46:25 Epoch 1, Batch 1190/39448, Loss: nan
2025-04-20 15:46:26 Epoch 1, Batch 1200/39448, Loss: nan
2025-04-20 15:46:28 Epoch 1, Batch 1210/39448, Loss: nan
2025-04-20 15:46:29 Epoch 1, Batch 1220/39448, Loss: nan
2025-04-20 15:46:31 Epoch 1, Batch 1230/39448, Loss: nan
2025-04-20 15:46:32 Epoch 1, Batch 1240/39448, Loss: nan
2025-04-20 15:46:33 Epoch 1, Batch 1250/39448, Loss: nan
2025-04-20 15:46:35 Epoch 1, Batch 1260/39448, Loss: nan
2025-04-20 15:46:36 Epoch 1, Batch 1270/39448, Loss: nan
2025-04-20 15:46:37 Epoch 1, Batch 1280/39448, Loss: nan
2025-04-20 15:46:39 Epoch 1, Batch 1290/39448, Loss: nan
2025-04-20 15:46:40 Epoch 1, Batch 1300/39448, Loss: nan
2025-04-20 15:46:41 Epoch 1, Batch 1310/39448, Loss: nan
2025-04-20 15:46:43 Epoch 1, Batch 1320/39448, Loss: nan
2025-04-20 15:46:44 Epoch 1, Batch 1330/39448, Loss: nan
2025-04-20 15:46:46 Epoch 1, Batch 1340/39448, Loss: nan
2025-04-20 15:46:47 Epoch 1, Batch 1350/39448, Loss: nan
2025-04-20 15:46:48 Epoch 1, Batch 1360/39448, Loss: nan
2025-04-20 15:46:50 Epoch 1, Batch 1370/39448, Loss: nan
2025-04-20 15:46:51 Epoch 1, Batch 1380/39448, Loss: nan
2025-04-20 15:46:53 Epoch 1, Batch 1390/39448, Loss: nan
2025-04-20 15:46:54 Epoch 1, Batch 1400/39448, Loss: nan
2025-04-20 15:46:55 Epoch 1, Batch 1410/39448, Loss: nan
2025-04-20 15:46:56 Epoch 1, Batch 1420/39448, Loss: nan
2025-04-20 15:46:58 Epoch 1, Batch 1430/39448, Loss: nan
2025-04-20 15:46:59 Epoch 1, Batch 1440/39448, Loss: nan
2025-04-20 15:47:01 Epoch 1, Batch 1450/39448, Loss: nan
2025-04-20 15:47:02 Epoch 1, Batch 1460/39448, Loss: nan
2025-04-20 15:47:04 Epoch 1, Batch 1470/39448, Loss: nan
2025-04-20 15:47:05 Epoch 1, Batch 1480/39448, Loss: nan
2025-04-20 15:47:06 Epoch 1, Batch 1490/39448, Loss: nan
2025-04-20 15:47:08 Epoch 1, Batch 1500/39448, Loss: nan
2025-04-20 15:47:09 Epoch 1, Batch 1510/39448, Loss: nan
2025-04-20 15:47:10 Epoch 1, Batch 1520/39448, Loss: nan
2025-04-20 15:47:12 Epoch 1, Batch 1530/39448, Loss: nan
2025-04-20 15:47:13 Epoch 1, Batch 1540/39448, Loss: nan
2025-04-20 15:47:15 Epoch 1, Batch 1550/39448, Loss: nan
2025-04-20 15:47:16 Epoch 1, Batch 1560/39448, Loss: nan
2025-04-20 15:47:17 Epoch 1, Batch 1570/39448, Loss: nan
2025-04-20 15:47:19 Epoch 1, Batch 1580/39448, Loss: nan
2025-04-20 15:47:20 Epoch 1, Batch 1590/39448, Loss: nan
2025-04-20 15:47:21 Epoch 1, Batch 1600/39448, Loss: nan
2025-04-20 15:47:23 Epoch 1, Batch 1610/39448, Loss: nan
2025-04-20 15:47:24 Epoch 1, Batch 1620/39448, Loss: nan
2025-04-20 15:47:26 Epoch 1, Batch 1630/39448, Loss: nan
2025-04-20 15:47:27 Epoch 1, Batch 1640/39448, Loss: nan
2025-04-20 15:47:28 Epoch 1, Batch 1650/39448, Loss: nan
2025-04-20 15:47:30 Epoch 1, Batch 1660/39448, Loss: nan
2025-04-20 15:47:31 Epoch 1, Batch 1670/39448, Loss: nan
2025-04-20 15:47:32 Epoch 1, Batch 1680/39448, Loss: nan
2025-04-20 15:47:34 Epoch 1, Batch 1690/39448, Loss: nan
2025-04-20 15:47:35 Epoch 1, Batch 1700/39448, Loss: nan
2025-04-20 15:47:37 Epoch 1, Batch 1710/39448, Loss: nan
2025-04-20 15:47:38 Epoch 1, Batch 1720/39448, Loss: nan
2025-04-20 15:47:39 Epoch 1, Batch 1730/39448, Loss: nan
2025-04-20 15:47:41 Epoch 1, Batch 1740/39448, Loss: nan
